,name,accuracy,class,game_desc,effect_chance,generation,machines,crit_rate,type,power,pp,priority
528,drill-run,95,physical,"The user crashes into its target while
rotating its body like a drill.
Critical hits land more easily.",Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,5,tm58,1,ground,80,10,0
529,dual-chop,90,physical,"The user attacks its target by hitting
it with brutal strikes.
The target is hit twice in a row.",Inflicts regular damage.  Hits twice in one turn.,5,NA,0,dragon,40,15,0
530,heart-stamp,100,physical,"The user unleashes a vicious blow after
its cute act makes the target less wary.
This may also make the target flinch.",Inflicts regular damage.  Has a 30% chance to make the target flinch.,5,NA,0,psychic,60,25,0
531,horn-leech,100,physical,"The user drains the target’s energy with
its horns. The user’s HP is restored
by half the damage taken by the target.",Inflicts regular damage.  Drains half the damage inflicted to heal the user.,5,NA,0,grass,75,10,0
532,sacred-sword,100,physical,"The user attacks by slicing with a long
horn. The target’s stat changes
don’t affect this attack’s damage.","Inflicts regular damage.  Damage calculation ignores the target's stat modifiers, including evasion.",5,NA,0,fighting,90,15,0
533,razor-shell,95,physical,"The user cuts its target with sharp
shells. This may also lower
the target’s Defense stat.",Inflicts regular damage.  Has a 50% chance to lower the target's Defense by one stage.,5,0,0,water,75,10,0
534,heat-crash,100,physical,"The user slams its target with its flame-
covered body. The more the user outweighs
the target, the greater the move’s power.","Inflicts regular damage.  The greater the user's weight compared to the target's, the higher power this move has, to a maximum of 120.

User's weight                    | Power
-------------------------------- | ----:
Up to 2× the target's weight     |    40
Up to 3× the target's weight     |    60
Up to 4× the target's weight     |    80
Up to 5× the target's weight     |   100
More than 5× the target's weight |   120
",5,0,0,fire,NA,10,0
535,leaf-tornado,90,special,"The user attacks its target by
encircling it in sharp leaves. This attack
may also lower the target’s accuracy.",Inflicts regular damage.  Has a 50% chance to lower the target's accuracy by one stage.,5,NA,0,grass,65,10,0
536,steamroller,100,physical,"The user crushes its targets by rolling
over them with its rolled-up body.
This may also make the target flinch.","Inflicts regular damage.  Has a 30% chance to make the target flinch.

Power is doubled against Pokémon that have used minimize since entering the field.",5,NA,0,bug,65,20,0
537,cotton-guard,NA,status,"The user protects itself by wrapping
its body in soft cotton, which drastically
raises the user’s Defense stat.",Raises the user's Defense by three stages.,5,NA,0,grass,NA,10,0
538,night-daze,95,special,"The user lets loose a pitch-black shock
wave at its target. This may also lower the
target’s accuracy.",Inflicts regular damage.  Has a 40% chance to lower the target's accuracy by one stage.,5,NA,0,dark,85,10,0
539,psystrike,100,special,"The user materializes an odd
psychic wave to attack the target.
This attack does physical damage.","Inflicts regular damage.  Damage calculation always uses the target's Defense, regardless of this move's damage class.",5,NA,0,psychic,100,10,0
540,tail-slap,85,physical,"The user attacks by striking the target
with its hard tail. It hits the target two
to five times in a row.","Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",5,0,0,normal,25,10,0
541,hurricane,70,special,"The user attacks by wrapping its opponent
in a fierce wind that flies up into the sky.
This may also confuse the target.","Inflicts regular damage.  Has a 30% chance to confuse the target.

This move can hit Pokémon under the effect of bounce, fly, or sky drop.

During rain dance, this move has 100% accuracy.  During sunny day, this move has 50% accuracy.",5,0,0,flying,110,10,0
542,head-charge,100,physical,"The user charges its head into its
target, using its powerful guard hair.
This also damages the user a little.",Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil.,5,NA,0,normal,120,15,0
543,gear-grind,85,physical,"The user attacks by throwing
steel gears at its target twice.",Inflicts regular damage.  Hits twice in one turn.,5,NA,0,steel,50,15,0
544,searing-shot,100,special,"The user torches everything around it
with an inferno of scarlet flames.
This may also leave those hit with a burn.",Inflicts regular damage.  Has a 30% chance to burn the target.,5,NA,0,fire,100,5,0
545,techno-blast,100,special,"The user fires a beam of light at
its target. The move’s type changes
depending on the Drive the user holds.","Inflicts regular damage.  If the user is holding a plate or a drive, this move's type is the type corresponding to that item.

Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates.",5,NA,0,normal,120,5,0
546,relic-song,100,special,"The user sings an ancient song and attacks
by appealing to the hearts of the listening
opposing Pokémon. This may also induce sleep.","Inflicts regular damage.  Has a 10% chance to put the target to sleep.
If the user is a meloetta, it will toggle between Aria and Pirouette Forme.",5,NA,0,normal,75,10,0
547,secret-sword,100,special,"The user cuts with its long horn. The odd
power contained in the horn does physical
damage to the target.","Inflicts regular damage.  Damage calculation always uses the target's Defense, regardless of this move's damage class.",5,NA,0,fighting,85,10,0
548,glaciate,95,special,"The user attacks by blowing freezing
cold air at opposing Pokémon.
This lowers their Speed stat.",Inflicts regular damage.  Lowers the target's Speed by one stage.,5,NA,0,ice,65,10,0
549,bolt-strike,85,physical,"The user surrounds itself with a great amount
of electricity and charges its target.
This may also leave the target with paralysis.",Inflicts regular damage.  Has a 20% chance to paralyze the target.,5,NA,0,electric,130,5,0
550,blue-flare,85,special,"The user attacks by engulfing the target
in an intense, yet beautiful, blue flame.
This may also leave the target with a burn.",Inflicts regular damage.  Has a 20% chance to burn the target.,5,NA,0,fire,130,5,0
551,fiery-dance,100,special,"Cloaked in flames, the user dances
and flaps its wings. This may also
raise the user’s Sp. Atk stat.",Inflicts regular damage.  Has a 50% chance to raise the user's Special Attack by one stage.,5,NA,0,fire,80,10,0
552,freeze-shock,90,physical,"On the second turn, the user hits the
target with electrically charged ice.
This may also leave the target with paralysis.",Inflicts regular damage.  Has a 30% chance to paralyze the target.  User charges for one turn before attacking.,5,NA,0,ice,140,5,0
553,ice-burn,90,special,"On the second turn, an ultracold,
freezing wind surrounds the target.
This may leave the target with a burn.",Inflicts regular damage.  Has a 30% chance to burn the target.  User charges for one turn before attacking.,5,NA,0,ice,140,5,0
554,snarl,95,special,"The user yells as if it’s ranting about
something, which lowers the Sp. Atk stat
of opposing Pokémon.",Inflicts regular damage.  Has a 100% chance to lower the target's Special Attack by one stage.,5,tm95,0,dark,55,15,0
555,icicle-crash,90,physical,"The user attacks by harshly dropping
large icicles onto the target.
This may also make the target flinch.",Inflicts regular damage.  Has a 30% chance to make the target flinch.,5,NA,0,ice,85,10,0
556,v-create,95,physical,"With a hot flame on its forehead, the user
hurls itself at its target. This lowers the
user’s Defense, Sp. Def, and Speed stats.","Inflicts regular damage.  Lowers the user's Defense, Special Defense, and Speed by one stage each.",5,NA,0,fire,180,5,0
557,fusion-flare,100,special,"The user brings down a giant flame.
This move is more powerful when
influenced by an enormous thunderbolt.","Inflicts regular damage.  If a friendly Pokémon used fusion bolt earlier this turn, this move has double power.",5,NA,0,fire,100,5,0
558,fusion-bolt,100,physical,"The user throws down a giant thunderbolt.
This move is more powerful when
influenced by an enormous flame.","Inflicts regular damage.  If a friendly Pokémon used fusion flare earlier this turn, this move has double power.",5,NA,0,electric,100,5,0
